epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
189,11714.2,0.10233,0.12887,0.8804,0.99603,1,0.995,0.995,0.05392,0.09263,0.77402,0.0062776,0.0062776,0.0062776
190,11776.1,0.10285,0.12843,0.87989,0.99604,1,0.995,0.995,0.05382,0.09325,0.77397,0.0062578,0.0062578,0.0062578
191,11838.1,0.09994,0.12769,0.88061,0.99597,1,0.995,0.995,0.05365,0.09279,0.77393,0.006238,0.006238,0.006238
192,11900.1,0.10017,0.12419,0.8802,0.99608,1,0.995,0.995,0.05364,0.09297,0.77381,0.0062182,0.0062182,0.0062182
193,11962,0.09876,0.12604,0.87877,0.99608,1,0.995,0.995,0.05355,0.09252,0.77379,0.0061984,0.0061984,0.0061984
194,12024,0.09974,0.12654,0.88268,0.99609,1,0.995,0.995,0.05338,0.09289,0.7737,0.0061786,0.0061786,0.0061786
195,12085.9,0.09891,0.12632,0.87798,0.99584,1,0.995,0.995,0.0533,0.09269,0.7737,0.0061588,0.0061588,0.0061588
196,12147.8,0.09949,0.12506,0.87975,0.99575,1,0.995,0.995,0.05307,0.09287,0.7737,0.006139,0.006139,0.006139
197,12209.8,0.09934,0.12517,0.87978,0.9958,1,0.995,0.995,0.05296,0.09421,0.77358,0.0061192,0.0061192,0.0061192
198,12271.7,0.09758,0.12239,0.87798,0.99588,1,0.995,0.995,0.0528,0.09472,0.77336,0.0060994,0.0060994,0.0060994
199,12333.8,0.0982,0.12389,0.87933,0.99604,1,0.995,0.995,0.05263,0.09557,0.77352,0.0060796,0.0060796,0.0060796
200,12395.7,0.09941,0.12542,0.879,0.99613,1,0.995,0.995,0.05271,0.09579,0.77325,0.0060598,0.0060598,0.0060598
201,12457.6,0.09976,0.12465,0.87925,0.99606,1,0.995,0.995,0.05258,0.0954,0.77314,0.00604,0.00604,0.00604
202,12519.6,0.09875,0.12476,0.87833,0.99601,1,0.995,0.995,0.05244,0.09563,0.77303,0.0060202,0.0060202,0.0060202
203,12581.5,0.09796,0.12223,0.87876,0.99597,1,0.995,0.995,0.05216,0.09612,0.77284,0.0060004,0.0060004,0.0060004
204,12643.4,0.09738,0.12412,0.87843,0.99602,1,0.995,0.995,0.05217,0.09669,0.77275,0.0059806,0.0059806,0.0059806
205,12705.3,0.09878,0.12596,0.8804,0.99611,1,0.995,0.995,0.05237,0.09715,0.77276,0.0059608,0.0059608,0.0059608
206,12767.3,0.0983,0.12377,0.87967,0.99611,1,0.995,0.995,0.05246,0.0977,0.77278,0.005941,0.005941,0.005941
207,12829.4,0.09451,0.11913,0.87723,0.99611,1,0.995,0.995,0.05241,0.09765,0.77281,0.0059212,0.0059212,0.0059212
208,12891.4,0.09674,0.12331,0.88021,0.99612,1,0.995,0.995,0.05251,0.09719,0.77284,0.0059014,0.0059014,0.0059014
209,12953.3,0.0964,0.12092,0.87895,0.99621,1,0.995,0.995,0.05256,0.09635,0.77285,0.0058816,0.0058816,0.0058816
210,13015.3,0.09559,0.12058,0.87766,0.99617,1,0.995,0.995,0.05251,0.09557,0.77277,0.0058618,0.0058618,0.0058618
211,13077.2,0.09437,0.11895,0.87828,0.99617,1,0.995,0.995,0.05226,0.09545,0.77262,0.005842,0.005842,0.005842
212,13139.2,0.09417,0.12065,0.87858,0.99609,1,0.995,0.995,0.0522,0.0957,0.77267,0.0058222,0.0058222,0.0058222
213,13201.3,0.0939,0.11853,0.87665,0.9961,1,0.995,0.995,0.05223,0.09523,0.77276,0.0058024,0.0058024,0.0058024
214,13263.3,0.09403,0.11988,0.87595,0.99619,1,0.995,0.995,0.05214,0.09523,0.77275,0.0057826,0.0057826,0.0057826
215,13325.3,0.09316,0.11929,0.87647,0.99627,1,0.995,0.995,0.05192,0.09585,0.7726,0.0057628,0.0057628,0.0057628
216,13387.2,0.09303,0.12221,0.87705,0.99642,1,0.995,0.995,0.05197,0.09643,0.77253,0.005743,0.005743,0.005743
217,13449.2,0.09344,0.11934,0.87617,0.99633,1,0.995,0.995,0.05206,0.09666,0.77259,0.0057232,0.0057232,0.0057232
218,13511.1,0.09515,0.1248,0.87615,0.99638,1,0.995,0.995,0.05211,0.09653,0.77267,0.0057034,0.0057034,0.0057034
219,13573.1,0.09473,0.12111,0.87661,0.99634,1,0.995,0.995,0.05213,0.09649,0.77271,0.0056836,0.0056836,0.0056836
220,13635.1,0.09443,0.12088,0.87737,0.9963,1,0.995,0.995,0.05216,0.09661,0.77277,0.0056638,0.0056638,0.0056638
221,13697.1,0.09371,0.12092,0.878,0.99622,1,0.995,0.995,0.05237,0.09704,0.77286,0.005644,0.005644,0.005644
222,13759,0.09405,0.12052,0.87819,0.99627,1,0.995,0.995,0.05231,0.09758,0.77288,0.0056242,0.0056242,0.0056242
223,13820.9,0.09434,0.12008,0.87704,0.99644,1,0.995,0.995,0.05249,0.09672,0.77312,0.0056044,0.0056044,0.0056044
224,13882.9,0.09262,0.1193,0.87815,0.99641,1,0.995,0.995,0.0525,0.09689,0.77325,0.0055846,0.0055846,0.0055846
225,13944.8,0.09299,0.11836,0.8763,0.99629,1,0.995,0.995,0.05253,0.09732,0.77327,0.0055648,0.0055648,0.0055648
226,14006.8,0.09459,0.12139,0.87831,0.99638,1,0.995,0.995,0.05249,0.09689,0.77315,0.005545,0.005545,0.005545
227,14068.8,0.09359,0.11826,0.87612,0.99644,1,0.995,0.995,0.05251,0.09645,0.77326,0.0055252,0.0055252,0.0055252
228,14130.8,0.09479,0.12151,0.87717,0.99631,1,0.995,0.995,0.05259,0.09655,0.77334,0.0055054,0.0055054,0.0055054
229,14192.9,0.09211,0.11693,0.877,0.99627,1,0.995,0.995,0.05279,0.09695,0.7734,0.0054856,0.0054856,0.0054856
230,14254.8,0.09239,0.11841,0.87832,0.99624,1,0.995,0.995,0.05279,0.09787,0.77338,0.0054658,0.0054658,0.0054658
231,14316.8,0.09357,0.1169,0.87764,0.99615,1,0.995,0.995,0.05285,0.09706,0.77347,0.005446,0.005446,0.005446
232,14378.7,0.0934,0.11784,0.8787,0.99605,1,0.995,0.995,0.05286,0.09687,0.77357,0.0054262,0.0054262,0.0054262
233,14440.7,0.09547,0.11821,0.8794,0.99602,1,0.995,0.995,0.05297,0.09669,0.77347,0.0054064,0.0054064,0.0054064
234,14502.7,0.09294,0.11698,0.87752,0.99593,1,0.995,0.995,0.05294,0.09621,0.77344,0.0053866,0.0053866,0.0053866
235,14564.7,0.09404,0.11698,0.87803,0.99602,1,0.995,0.995,0.05303,0.09652,0.77341,0.0053668,0.0053668,0.0053668
236,14626.7,inf,0.11538,0.87674,0.99599,1,0.995,0.995,0.05312,0.09685,0.77338,0.005347,0.005347,0.005347
237,14688.6,0.09133,0.11568,0.87564,0.99609,1,0.995,0.995,0.05321,0.09728,0.77328,0.0053272,0.0053272,0.0053272
238,14750.6,0.09112,0.11405,0.87581,0.996,1,0.995,0.995,0.05333,0.09712,0.77332,0.0053074,0.0053074,0.0053074
239,14812.5,0.09097,0.11704,0.87624,0.9961,1,0.995,0.995,0.05324,0.09747,0.77308,0.0052876,0.0052876,0.0052876
240,14874.5,0.08909,0.11504,0.87662,0.99601,1,0.995,0.995,0.05345,0.0979,0.77309,0.0052678,0.0052678,0.0052678
241,14936.4,0.08925,0.11621,0.87444,0.99621,1,0.995,0.995,0.05366,0.09861,0.77307,0.005248,0.005248,0.005248
242,14998.4,0.09029,0.11553,0.8756,0.99621,1,0.995,0.995,0.0537,0.09877,0.77311,0.0052282,0.0052282,0.0052282
243,15060.4,0.08838,0.11355,0.87299,0.99617,1,0.995,0.995,0.05379,0.0985,0.77315,0.0052084,0.0052084,0.0052084
244,15122.3,0.09016,0.11896,0.87658,0.99607,1,0.995,0.995,0.05387,0.09885,0.77316,0.0051886,0.0051886,0.0051886
245,15184.3,0.08886,0.11576,0.87657,0.99585,1,0.995,0.995,0.05408,0.09802,0.77329,0.0051688,0.0051688,0.0051688
246,15246.2,0.09041,0.11856,0.8753,0.99581,1,0.995,0.995,0.0542,0.09729,0.77334,0.005149,0.005149,0.005149
247,15308.1,0.08775,0.11425,0.87561,0.99581,1,0.995,0.995,0.05409,0.09745,0.77332,0.0051292,0.0051292,0.0051292
248,15370.2,0.08993,0.11488,0.87606,0.99602,1,0.995,0.995,0.05379,0.09795,0.77306,0.0051094,0.0051094,0.0051094
249,15432.2,0.08777,0.11416,0.87475,0.9959,1,0.995,0.995,0.05372,0.09803,0.77283,0.0050896,0.0050896,0.0050896
250,15494.2,0.08924,0.11624,0.87509,0.99599,1,0.995,0.995,0.05361,0.09793,0.77276,0.0050698,0.0050698,0.0050698
251,15556.1,0.08824,0.11388,0.87514,0.99612,1,0.995,0.995,0.05364,0.09699,0.77271,0.00505,0.00505,0.00505
252,15618,inf,0.11725,0.87549,0.99617,1,0.995,0.995,0.05382,0.09713,0.77265,0.0050302,0.0050302,0.0050302
253,15680,0.09075,0.11902,0.87604,0.99625,1,0.995,0.995,0.05389,0.09743,0.77256,0.0050104,0.0050104,0.0050104
254,15741.9,0.09148,0.11747,0.87641,0.99635,1,0.995,0.995,0.0538,0.09768,0.77251,0.0049906,0.0049906,0.0049906
255,15804,0.08898,0.1134,0.87433,0.99646,1,0.995,0.995,0.05366,0.09797,0.77244,0.0049708,0.0049708,0.0049708
256,15866,0.0882,0.11428,0.87505,0.9963,1,0.995,0.995,0.0535,0.09824,0.77249,0.004951,0.004951,0.004951
257,15927.9,0.08625,0.11157,0.87509,0.9963,1,0.995,0.995,0.0535,0.09805,0.77242,0.0049312,0.0049312,0.0049312
258,15989.9,0.08672,0.1126,0.87502,0.9963,1,0.995,0.995,0.05339,0.09724,0.77248,0.0049114,0.0049114,0.0049114
259,16051.8,0.0862,0.11386,0.87531,0.99639,1,0.995,0.995,0.05342,0.0965,0.77254,0.0048916,0.0048916,0.0048916
260,16113.8,0.08591,0.11361,0.87434,0.99639,1,0.995,0.995,0.05354,0.09596,0.77263,0.0048718,0.0048718,0.0048718
261,16175.7,0.08666,0.11389,0.87529,0.9963,1,0.995,0.995,0.05372,0.09544,0.77274,0.004852,0.004852,0.004852
262,16237.8,0.08773,0.11433,0.87651,0.99626,1,0.995,0.995,0.05377,0.09493,0.77287,0.0048322,0.0048322,0.0048322
263,16299.7,0.08796,0.11439,0.8739,0.99616,1,0.995,0.995,0.05372,0.09458,0.77297,0.0048124,0.0048124,0.0048124
264,16361.7,0.08653,0.11162,0.87509,0.99617,1,0.995,0.995,0.05378,0.09425,0.77308,0.0047926,0.0047926,0.0047926
265,16423.7,0.08614,0.11126,0.87407,0.99617,1,0.995,0.995,0.05381,0.09387,0.77323,0.0047728,0.0047728,0.0047728
266,16485.6,0.08446,0.10953,0.87312,0.99613,1,0.995,0.995,0.05386,0.09332,0.77327,0.004753,0.004753,0.004753
267,16547.6,0.08685,0.11345,0.87424,0.99615,1,0.995,0.995,0.05385,0.09298,0.77325,0.0047332,0.0047332,0.0047332
268,16609.5,0.08415,0.10925,0.87622,0.99604,1,0.995,0.995,0.05384,0.09244,0.77326,0.0047134,0.0047134,0.0047134
269,16671.5,0.08596,0.10949,0.87403,0.99601,1,0.995,0.995,0.05394,0.09221,0.77329,0.0046936,0.0046936,0.0046936
270,16733.4,0.08428,0.1076,0.87309,0.99593,1,0.995,0.995,0.05404,0.09231,0.7733,0.0046738,0.0046738,0.0046738
271,16795.4,0.0837,0.10851,0.87409,0.996,1,0.995,0.995,0.05403,0.09212,0.77333,0.004654,0.004654,0.004654
272,16857.4,0.0855,0.10903,0.87499,0.99611,1,0.995,0.995,0.05403,0.09206,0.77326,0.0046342,0.0046342,0.0046342
273,16919.3,0.08599,0.11303,0.8733,0.99597,1,0.995,0.995,0.05408,0.09216,0.7732,0.0046144,0.0046144,0.0046144
274,16981.3,0.08439,0.10751,0.87433,0.99605,1,0.995,0.995,0.05403,0.09266,0.77309,0.0045946,0.0045946,0.0045946
275,17043.2,0.08395,0.11152,0.87348,0.9961,1,0.995,0.995,0.05404,0.09252,0.77303,0.0045748,0.0045748,0.0045748
276,17105.2,0.08332,0.10708,0.87352,0.99603,1,0.995,0.995,0.05413,0.09262,0.77306,0.004555,0.004555,0.004555
277,17167.1,0.08319,0.10825,0.87287,0.99603,1,0.995,0.995,0.05425,0.09278,0.77308,0.0045352,0.0045352,0.0045352
278,17229.1,0.08174,0.10756,0.87283,0.99603,1,0.995,0.995,0.05424,0.09239,0.77307,0.0045154,0.0045154,0.0045154
279,17291.1,0.08281,0.10753,0.87206,0.99589,1,0.995,0.995,0.05429,0.09213,0.77315,0.0044956,0.0044956,0.0044956
280,17353,0.08436,0.10844,0.87285,0.99589,1,0.995,0.995,0.05438,0.09163,0.77316,0.0044758,0.0044758,0.0044758
281,17415,0.08348,0.10836,0.87351,0.99584,1,0.995,0.995,0.05458,0.09093,0.77321,0.004456,0.004456,0.004456
282,17476.9,0.08321,0.10735,0.87386,0.99599,1,0.995,0.995,0.05471,0.09056,0.7732,0.0044362,0.0044362,0.0044362
283,17538.9,0.08287,0.10777,0.87287,0.99598,1,0.995,0.995,0.0548,0.09021,0.7732,0.0044164,0.0044164,0.0044164
284,17600.8,0.08239,0.10763,0.87351,0.99599,1,0.995,0.995,0.05499,0.09052,0.7731,0.0043966,0.0043966,0.0043966
285,17662.9,0.08248,0.10697,0.8759,0.99599,1,0.995,0.995,0.05496,0.09083,0.77301,0.0043768,0.0043768,0.0043768
286,17724.9,0.08282,0.10584,0.87302,0.99593,1,0.995,0.995,0.05492,0.09089,0.77294,0.004357,0.004357,0.004357
287,17786.9,0.08243,0.1102,0.87319,0.99593,1,0.995,0.995,0.05479,0.09012,0.77296,0.0043372,0.0043372,0.0043372
288,17848.8,0.08084,0.10542,0.87265,0.99593,1,0.995,0.995,0.05484,0.08938,0.77301,0.0043174,0.0043174,0.0043174
289,17910.8,0.08199,0.10792,0.87299,0.99607,1,0.995,0.995,0.05474,0.08848,0.77314,0.0042976,0.0042976,0.0042976
290,17972.7,0.08138,0.10613,0.87421,0.9963,1,0.995,0.995,0.05455,0.08768,0.77325,0.0042778,0.0042778,0.0042778
291,18034.7,0.08217,0.10731,0.87197,0.99633,1,0.995,0.995,0.05459,0.0871,0.77331,0.004258,0.004258,0.004258
292,18096.6,0.08181,0.1084,0.87322,0.99626,1,0.995,0.995,0.0547,0.08642,0.77338,0.0042382,0.0042382,0.0042382
293,18158.6,0.08158,0.10499,0.87349,0.99632,1,0.995,0.995,0.05473,0.08627,0.77334,0.0042184,0.0042184,0.0042184
294,18220.6,0.08131,0.10599,0.8729,0.99642,1,0.995,0.995,0.05468,0.08636,0.7733,0.0041986,0.0041986,0.0041986
295,18282.5,0.08154,0.1057,0.87374,0.99651,1,0.995,0.995,0.05447,0.08668,0.77333,0.0041788,0.0041788,0.0041788
296,18344.5,0.0794,0.10486,0.87198,0.99654,1,0.995,0.995,0.05447,0.08597,0.77339,0.004159,0.004159,0.004159
297,18406.4,0.08097,0.10524,0.87055,0.99667,1,0.995,0.995,0.05424,0.08606,0.77355,0.0041392,0.0041392,0.0041392
298,18468.3,0.07973,0.10634,0.87188,0.9968,1,0.995,0.995,0.05398,0.08637,0.77362,0.0041194,0.0041194,0.0041194
299,18530.3,0.07997,0.10775,0.8722,0.99689,1,0.995,0.995,0.05401,0.08627,0.77348,0.0040996,0.0040996,0.0040996
300,18592.2,0.07943,0.10514,0.87306,0.99689,1,0.995,0.995,0.05407,0.08614,0.77338,0.0040798,0.0040798,0.0040798
301,18654.2,0.07865,0.10276,0.87274,0.99709,1,0.995,0.995,0.05394,0.08579,0.77328,0.00406,0.00406,0.00406
302,18716.2,0.07879,0.10418,0.87082,0.99703,1,0.995,0.995,0.05388,0.08555,0.77329,0.0040402,0.0040402,0.0040402
303,18778.1,0.07976,0.10524,0.87187,0.99703,1,0.995,0.995,0.05382,0.08529,0.77328,0.0040204,0.0040204,0.0040204
304,18840.2,0.07933,0.10407,0.87276,0.9971,1,0.995,0.995,0.05377,0.08448,0.77326,0.0040006,0.0040006,0.0040006
305,18902.1,0.07939,0.10351,0.87138,0.9971,1,0.995,0.995,0.05364,0.08391,0.77325,0.0039808,0.0039808,0.0039808
306,18964,0.07748,0.10026,0.87173,0.997,1,0.995,0.995,0.05354,0.08382,0.77326,0.003961,0.003961,0.003961
307,19026,inf,0.10273,0.87176,0.99708,1,0.995,0.995,0.0534,0.08385,0.77323,0.0039412,0.0039412,0.0039412
308,19087.9,0.07703,0.10263,0.87296,0.9971,1,0.995,0.995,0.05345,0.08394,0.7732,0.0039214,0.0039214,0.0039214
309,19149.9,0.07861,0.10376,0.8718,0.99717,1,0.995,0.995,0.05348,0.08427,0.77312,0.0039016,0.0039016,0.0039016
310,19211.8,0.07951,0.10305,0.87214,0.99727,1,0.995,0.995,0.05342,0.08447,0.7731,0.0038818,0.0038818,0.0038818
311,19273.7,inf,0.10318,0.87073,0.99745,1,0.995,0.995,0.05356,0.084,0.77306,0.003862,0.003862,0.003862
312,19335.7,0.07895,0.10475,0.87087,0.99742,1,0.995,0.995,0.05362,0.08459,0.77303,0.0038422,0.0038422,0.0038422
313,19397.7,0.0768,0.10101,0.87189,0.9976,1,0.995,0.995,0.05367,0.08471,0.77301,0.0038224,0.0038224,0.0038224
314,19459.6,0.07613,0.10302,0.87173,0.9976,1,0.995,0.995,0.05369,0.08434,0.77309,0.0038026,0.0038026,0.0038026
315,19521.5,0.07686,0.10281,0.87326,0.99767,1,0.995,0.995,0.05368,0.08415,0.77317,0.0037828,0.0037828,0.0037828
316,19583.5,0.07576,0.10055,0.87165,0.99776,1,0.995,0.995,0.05364,0.08401,0.77314,0.003763,0.003763,0.003763
317,19645.5,0.07626,0.10223,0.8731,0.99776,1,0.995,0.995,0.05355,0.08436,0.77308,0.0037432,0.0037432,0.0037432
318,19707.5,0.07552,0.10133,0.87143,0.99778,1,0.995,0.995,0.05356,0.0843,0.77303,0.0037234,0.0037234,0.0037234
319,19769.4,0.07502,0.10137,0.87173,0.99767,1,0.995,0.995,0.05337,0.08417,0.77296,0.0037036,0.0037036,0.0037036
320,19831.3,inf,0.10055,0.87083,0.99769,1,0.995,0.995,0.05323,0.08386,0.77286,0.0036838,0.0036838,0.0036838
321,19893.2,0.07571,0.10296,0.87158,0.99759,1,0.995,0.995,0.05304,0.08443,0.77273,0.003664,0.003664,0.003664
322,19955.2,0.0759,0.10023,0.86917,0.99759,1,0.995,0.995,0.05311,0.08459,0.7727,0.0036442,0.0036442,0.0036442
323,20017.2,0.07623,0.10136,0.87214,0.99751,1,0.995,0.995,0.05292,0.0839,0.77263,0.0036244,0.0036244,0.0036244
324,20079.2,0.07564,0.1007,0.8711,0.99751,1,0.995,0.995,0.05281,0.08393,0.77258,0.0036046,0.0036046,0.0036046
325,20141.1,0.07505,0.10159,0.87117,0.99751,1,0.995,0.995,0.05264,0.08446,0.7725,0.0035848,0.0035848,0.0035848
326,20203,0.07455,0.09929,0.87005,0.99761,1,0.995,0.995,0.05261,0.08474,0.77244,0.003565,0.003565,0.003565
327,20265,0.074,0.10184,0.87002,0.9977,1,0.995,0.995,0.05273,0.08486,0.77237,0.0035452,0.0035452,0.0035452
328,20326.9,0.07449,0.09767,0.87019,0.9977,1,0.995,0.995,0.05282,0.08506,0.77228,0.0035254,0.0035254,0.0035254
329,20389.3,0.07249,0.09769,0.87131,0.9977,1,0.995,0.995,0.05288,0.08563,0.77213,0.0035056,0.0035056,0.0035056
330,20451.4,0.07361,0.09736,0.87128,0.9977,1,0.995,0.995,0.05285,0.08526,0.77207,0.0034858,0.0034858,0.0034858
331,20513.3,0.07409,0.09791,0.87001,0.9977,1,0.995,0.995,0.05296,0.08544,0.77199,0.003466,0.003466,0.003466
332,20575.3,0.07363,0.09711,0.87087,0.99767,1,0.995,0.995,0.05293,0.08631,0.77183,0.0034462,0.0034462,0.0034462
333,20637.2,0.07251,0.09863,0.87067,0.99775,1,0.995,0.995,0.05306,0.08592,0.77181,0.0034264,0.0034264,0.0034264
334,20699.2,0.07226,0.09712,0.87115,0.99773,1,0.995,0.995,0.05314,0.08675,0.77181,0.0034066,0.0034066,0.0034066
335,20761.3,0.07309,0.09671,0.86965,0.99773,1,0.995,0.995,0.05317,0.08794,0.77178,0.0033868,0.0033868,0.0033868
336,20823.2,0.07234,0.0963,0.86944,0.99773,1,0.995,0.995,0.05303,0.08849,0.77168,0.003367,0.003367,0.003367
337,20885.2,0.07128,0.09794,0.87192,0.99766,1,0.995,0.995,0.05279,0.08915,0.77154,0.0033472,0.0033472,0.0033472
338,20947.2,0.07075,0.09686,0.87022,0.99776,1,0.995,0.995,0.05264,0.08896,0.77137,0.0033274,0.0033274,0.0033274
339,21009.1,0.07141,0.09636,0.86963,0.99775,1,0.995,0.995,0.05263,0.08906,0.77133,0.0033076,0.0033076,0.0033076
340,21071,0.07116,0.09445,0.87008,0.9978,1,0.995,0.995,0.05266,0.09104,0.77106,0.0032878,0.0032878,0.0032878
341,21132.9,0.07202,0.09898,0.87033,0.99789,1,0.995,0.995,0.05263,0.08984,0.77117,0.003268,0.003268,0.003268
342,21194.9,0.0712,0.09718,0.87059,0.99788,1,0.995,0.995,0.05254,0.09007,0.77105,0.0032482,0.0032482,0.0032482
343,21256.9,0.07039,0.09536,0.86901,0.99798,1,0.995,0.995,0.05242,0.08952,0.77106,0.0032284,0.0032284,0.0032284
344,21318.8,0.07048,0.09505,0.86952,0.99797,1,0.995,0.995,0.05242,0.08919,0.77097,0.0032086,0.0032086,0.0032086
345,21380.7,0.07108,0.09547,0.87242,0.99808,1,0.995,0.995,0.05246,0.08964,0.77095,0.0031888,0.0031888,0.0031888
346,21442.8,0.06839,0.09294,0.86913,0.99826,1,0.995,0.995,0.05248,0.08921,0.7709,0.003169,0.003169,0.003169
347,21504.8,0.07055,0.09653,0.87022,0.99824,1,0.995,0.995,0.05253,0.08909,0.77079,0.0031492,0.0031492,0.0031492
348,21566.7,0.07067,0.09615,0.86893,0.99821,1,0.995,0.995,0.05255,0.08887,0.77071,0.0031294,0.0031294,0.0031294
349,21628.6,0.06935,0.09239,0.87039,0.99805,1,0.995,0.995,0.05261,0.09004,0.77071,0.0031096,0.0031096,0.0031096
350,21690.5,0.07054,0.09582,0.87048,0.99799,1,0.995,0.995,0.05269,0.09064,0.77063,0.0030898,0.0030898,0.0030898
351,21752.4,0.06927,0.0928,0.86912,0.99794,1,0.995,0.995,0.05255,0.09095,0.77051,0.00307,0.00307,0.00307
352,21814.4,0.06806,0.09374,0.86807,0.99789,1,0.995,0.995,0.05242,0.09143,0.77038,0.0030502,0.0030502,0.0030502
353,21876.3,0.06849,0.09576,0.86865,0.99786,1,0.995,0.995,0.05245,0.09139,0.7703,0.0030304,0.0030304,0.0030304
354,21938.2,0.068,0.09313,0.8681,0.99781,1,0.995,0.995,0.05237,0.09132,0.77021,0.0030106,0.0030106,0.0030106
355,22000.1,0.06778,0.09115,0.8677,0.99778,1,0.995,0.995,0.05249,0.09147,0.77016,0.0029908,0.0029908,0.0029908
356,22062,0.06746,0.09452,0.86759,0.99786,1,0.995,0.995,0.05255,0.09207,0.77017,0.002971,0.002971,0.002971
357,22124,0.06784,0.09383,0.86797,0.9978,1,0.995,0.995,0.05261,0.09251,0.77012,0.0029512,0.0029512,0.0029512
358,22185.9,0.06783,0.09153,0.86888,0.99774,1,0.995,0.995,0.05255,0.09263,0.7701,0.0029314,0.0029314,0.0029314
359,22247.8,0.06738,0.09106,0.86746,0.99785,1,0.995,0.995,0.05233,0.09312,0.76997,0.0029116,0.0029116,0.0029116
360,22309.7,0.06693,0.09208,0.86927,0.99796,1,0.995,0.995,0.05227,0.09384,0.76993,0.0028918,0.0028918,0.0028918
361,22371.7,0.06557,0.09247,0.86831,0.99795,1,0.995,0.995,0.0521,0.09421,0.76982,0.002872,0.002872,0.002872
362,22433.6,0.06554,0.08894,0.86857,0.99768,1,0.995,0.995,0.05197,0.0947,0.76972,0.0028522,0.0028522,0.0028522
363,22495.6,0.06538,0.08948,0.86797,0.99765,1,0.995,0.995,0.05205,0.09503,0.76968,0.0028324,0.0028324,0.0028324
364,22557.5,0.06512,0.09029,0.86821,0.99775,1,0.995,0.995,0.05208,0.09524,0.76966,0.0028126,0.0028126,0.0028126
365,22619.4,inf,0.09026,0.86798,0.99774,1,0.995,0.995,0.05196,0.09529,0.76958,0.0027928,0.0027928,0.0027928
366,22681.3,0.06535,0.08886,0.86777,0.99775,1,0.995,0.995,0.05214,0.09565,0.76955,0.002773,0.002773,0.002773
367,22743.2,0.06398,0.08707,0.86818,0.99777,1,0.995,0.995,0.0518,0.09627,0.76943,0.0027532,0.0027532,0.0027532
368,22805.1,0.06401,0.08766,0.86701,0.99777,1,0.995,0.995,0.0517,0.09723,0.76935,0.0027334,0.0027334,0.0027334
369,22867,inf,0.08716,0.86952,0.99765,1,0.995,0.995,0.05148,0.09787,0.76927,0.0027136,0.0027136,0.0027136
370,22929,0.06382,0.08769,0.86779,0.99749,1,0.995,0.995,0.05135,0.09802,0.76925,0.0026938,0.0026938,0.0026938
371,22990.9,0.06404,0.08898,0.86929,0.9976,1,0.995,0.995,0.0513,0.09839,0.76926,0.002674,0.002674,0.002674
372,23052.8,0.06527,0.09288,0.86827,0.9976,1,0.995,0.995,0.05133,0.0986,0.76926,0.0026542,0.0026542,0.0026542
373,23114.7,0.06336,0.08648,0.86721,0.99762,1,0.995,0.995,0.05125,0.09819,0.7692,0.0026344,0.0026344,0.0026344
374,23176.6,0.06297,0.08575,0.86703,0.99762,1,0.995,0.995,0.05136,0.0979,0.76921,0.0026146,0.0026146,0.0026146
375,23238.5,0.06338,0.08665,0.86648,0.99749,1,0.995,0.995,0.0512,0.09728,0.7692,0.0025948,0.0025948,0.0025948
376,23300.4,0.06288,0.08612,0.86542,0.99751,1,0.995,0.995,0.05101,0.09728,0.76907,0.002575,0.002575,0.002575
377,23362.3,0.06267,0.08501,0.86646,0.99751,1,0.995,0.995,0.05083,0.09708,0.76901,0.0025552,0.0025552,0.0025552
378,23424.3,0.06297,0.08698,0.86772,0.99738,1,0.995,0.995,0.05063,0.09727,0.76896,0.0025354,0.0025354,0.0025354
379,23486.9,0.06249,0.0857,0.86825,0.99738,1,0.995,0.995,0.05068,0.09774,0.76889,0.0025156,0.0025156,0.0025156
380,23548.9,0.06278,0.08648,0.86591,0.99764,1,0.995,0.995,0.05067,0.09857,0.76887,0.0024958,0.0024958,0.0024958
381,23610.8,0.06259,0.08544,0.86695,0.99753,1,0.995,0.995,0.05058,0.09761,0.76883,0.002476,0.002476,0.002476
382,23672.9,0.06189,0.08414,0.86817,0.99767,1,0.995,0.995,0.05057,0.09725,0.76885,0.0024562,0.0024562,0.0024562
383,23734.9,inf,0.08386,0.86793,0.9977,1,0.995,0.995,0.05058,0.09711,0.7688,0.0024364,0.0024364,0.0024364
384,23796.8,0.0611,0.08375,0.86763,0.99783,1,0.995,0.995,0.05064,0.09741,0.76879,0.0024166,0.0024166,0.0024166
385,23858.7,0.06043,0.08426,0.86656,0.99784,1,0.995,0.995,0.05046,0.09848,0.76883,0.0023968,0.0023968,0.0023968
386,23920.6,0.05982,0.08331,0.86668,0.99794,1,0.995,0.995,0.05032,0.09799,0.7686,0.002377,0.002377,0.002377
387,23982.5,0.0614,0.08492,0.86724,0.99795,1,0.995,0.995,0.05035,0.09823,0.76848,0.0023572,0.0023572,0.0023572
388,24044.6,0.06019,0.08335,0.86509,0.99796,1,0.995,0.995,0.05024,0.09877,0.7684,0.0023374,0.0023374,0.0023374
